DOd557d4-221017-UK2dd179,UK2dd179-221017-eae2c26c,테리,프렌치 불독,모르겠어요,8.6,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2487540323/0bff358a.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2487540323/0bff358a.jpeg,51.2,36.22,34.84,18.03,RECOMMEND,RECOMMEND,RECOMMEND,RECOMMEND,35:42.6,1,0
DOd30f2a-221012-UK2e15c9,UK2e15c9-221012-f9e0b964,김구름,포메라니안,모르겠어요,2.5,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2481262421/8e7edc07.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2481262421/8e7edc07.jpeg,33.68,30.14,16.49,13.15,RECOMMEND,RECOMMEND,RECOMMEND,RECOMMEND,54:38.7,1,0
DO3ac486-221013-UK2e5b67,UK2e5b67-221013-713c1fd5,아둥이,웰시 코기,모르겠어요,12,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2482912381/d55cd447.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2482912381/d55cd447.jpeg,40,45,30,15,USER,USER,USER,USER,32:02.0,1,0
DO3046f8-221026-UK2efc1d,UK2efc1d-221026-123b2625,연탄,믹스 소형견,모르겠어요,2,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2500148271/dd32a480.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2500148271/dd32a480.jpeg,20,29,19,11,USER,USER,USER,USER,42:15.3,1,0
DO881ffd-221025-UK2f19a7,UK2f19a7-221025-709bebf6,쫄이,포메라니안,모르겠어요,2.5,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2498141221/23242026.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2498141221/23242026.jpeg,40,55,25,12,USER,USER,USER,USER,50:52.3,1,0
DObdccae-221025-UK303383,UK303383-221025-611ce2bb,단비,웰시 코기,모르겠어요,9.6,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2497650775/2c595789.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2497650775/2c595789.jpeg,50.56,44.86,33.16,13.64,RECOMMEND,RECOMMEND,RECOMMEND,RECOMMEND,25:35.4,1,0
DOf3e6db-221007-UK3718bb,UK3718bb-221007-8abe7140,베베,포메라니안,모르겠어요,2.6,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2475019142/c3a9b43d.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2475019142/c3a9b43d.jpeg,34.62,31.03,17.63,13.31,RECOMMEND,RECOMMEND,RECOMMEND,RECOMMEND,51:28.8,0,0
DO54bbd0-221007-UK37e09b,UK37e09b-221007-13ae9a84,권꼬미,포메라니안,모르겠어요,4,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2475342189/f0621f96.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2475342189/f0621f96.jpeg,38.5,24.5,24,13,USER,USER,USER,USER,51:54.6,1,0
DOa4f9ed-221019-UK380bb0,UK380bb0-221019-0be53672,율무,웰시 코기,모르겠어요,19.5,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2490268506/07a656a4.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2490268506/07a656a4.jpeg,64.96,58.08,42.87,17.37,RECOMMEND,RECOMMEND,RECOMMEND,RECOMMEND,07:28.5,1,0
DOe74efd-221010-UK3ecbf1,UK3ecbf1-221010-e1408c45,달,재패니즈 스피츠,모르겠어요,5.8,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2478507995/5eff6038.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2478507995/5eff6038.jpeg,17.5,29.5,12.9,18,USER,USER,USER,USER,17:38.4,0,0
